Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type,temp_diff,power,torque_per_wear
0,298.2,308.3,1400,48.7,194,0,No Failure,10.100000000000023,68180.0,0.24974358974358976
1,298.3,308.4,1486,44.2,196,0,No Failure,10.099999999999966,65681.2,0.22436548223350256
1,298.2,308.3,1448,43.3,199,0,No Failure,10.100000000000023,62698.399999999994,0.2165
0,298.2,308.3,1688,32.0,202,0,No Failure,10.100000000000023,54016.0,0.15763546798029557
1,298.1,308.3,1453,41.5,204,0,No Failure,10.199999999999989,60299.5,0.20243902439024392
0,298.2,308.4,1497,37.7,207,0,No Failure,10.199999999999989,56436.9,0.18125000000000002
0,298.2,308.4,1355,49.4,209,0,No Failure,10.199999999999989,66937.0,0.23523809523809522
0,298.1,308.4,1592,38.2,211,0,No Failure,10.299999999999955,60814.4,0.18018867924528303
0,298.0,308.3,1544,34.7,213,0,No Failure,10.300000000000011,53576.8,0.16214953271028038
1,298.0,308.2,1373,51.2,215,0,No Failure,10.199999999999989,70297.6,0.23703703703703705
0,298.0,308.2,1365,52.9,218,1,Overstrain Failure,10.199999999999989,72208.5,0.2415525114155251
0,298.0,308.1,1877,24.3,0,0,No Failure,10.100000000000023,45611.1,24.3
0,297.9,308.1,1531,40.8,2,0,No Failure,10.200000000000045,62464.799999999996,13.6
0,297.9,308.0,1501,36.7,4,0,No Failure,10.100000000000023,55086.700000000004,7.340000000000001
0,297.9,308.0,1490,46.2,6,0,No Failure,10.100000000000023,68838.0,6.6000000000000005
1,297.8,307.8,1543,43.7,8,0,No Failure,10.0,67429.1,4.855555555555556
0,297.8,307.8,1597,38.2,11,0,No Failure,10.0,61005.4,3.1833333333333336
2,297.8,307.9,1600,33.5,13,0,No Failure,10.099999999999966,53600.0,2.392857142857143
1,297.8,307.8,1622,32.1,18,0,No Failure,10.0,52066.200000000004,1.6894736842105265
0,297.8,307.8,1452,39.8,21,0,No Failure,10.0,57789.6,1.8090909090909089
0,297.8,307.8,1396,42.5,23,0,No Failure,10.0,59330.0,1.7708333333333333
0,297.8,307.7,1505,39.7,25,0,No Failure,9.899999999999977,59748.50000000001,1.526923076923077
0,297.8,307.8,1412,48.3,27,0,No Failure,10.0,68199.59999999999,1.7249999999999999
0,297.8,307.7,1393,38.0,29,0,No Failure,9.899999999999977,52934.0,1.2666666666666666
0,297.7,307.7,1581,34.9,31,0,No Failure,10.0,55176.899999999994,1.090625
0,297.8,307.8,1573,37.9,33,0,No Failure,10.0,59616.7,1.1147058823529412
1,297.8,307.9,1726,27.3,35,0,No Failure,10.099999999999966,47119.8,0.7583333333333333
1,297.9,307.9,1540,39.8,38,0,No Failure,10.0,61291.99999999999,1.0205128205128204
0,297.9,308.0,1296,62.9,41,0,No Failure,10.100000000000023,81518.4,1.4976190476190476
1,297.8,307.9,1802,25.8,43,0,No Failure,10.099999999999966,46491.6,0.5863636363636364
0,297.8,307.9,1447,48.6,46,0,No Failure,10.099999999999966,70324.2,1.0340425531914894
2,297.8,307.8,1662,30.7,48,0,No Failure,10.0,51023.4,0.6265306122448979
0,297.8,307.8,1563,34.3,53,0,No Failure,10.0,53610.899999999994,0.6351851851851852
0,297.9,307.8,1286,59.5,55,0,No Failure,9.900000000000034,76517.0,1.0625
0,297.9,307.7,1590,34.6,57,0,No Failure,9.800000000000011,55014.0,0.596551724137931
0,297.9,307.7,1492,43.7,59,0,No Failure,9.800000000000011,65200.4,0.7283333333333334
0,297.7,307.6,1844,21.9,61,0,No Failure,9.900000000000034,40383.6,0.3532258064516129
2,297.7,307.6,1538,38.3,63,0,No Failure,9.900000000000034,58905.399999999994,0.5984375
0,297.7,307.6,1921,22.9,68,0,No Failure,9.900000000000034,43990.899999999994,0.33188405797101445
1,297.8,307.8,1310,57.9,70,0,No Failure,10.0,75849.0,0.8154929577464789
0,297.9,307.8,1365,46.9,73,0,No Failure,9.900000000000034,64018.5,0.6337837837837837
1,297.9,307.8,1303,59.3,75,0,No Failure,9.900000000000034,77267.9,0.7802631578947368
0,297.9,307.8,1499,37.5,78,0,No Failure,9.900000000000034,56212.5,0.47468354430379744
0,297.9,307.8,1451,38.2,80,0,No Failure,9.900000000000034,55428.200000000004,0.471604938271605
1,297.9,307.9,1336,54.4,82,0,No Failure,10.0,72678.4,0.655421686746988
0,297.9,307.9,1412,44.5,85,0,No Failure,10.0,62834.0,0.5174418604651163
0,298.0,308.0,1433,39.2,87,0,No Failure,10.0,56173.600000000006,0.4454545454545455
0,297.9,307.9,1426,43.6,89,0,No Failure,10.0,62173.6,0.48444444444444446
0,297.9,307.9,1476,45.2,91,0,No Failure,10.0,66715.2,0.491304347826087
2,297.9,307.9,1406,58.5,93,0,No Failure,10.0,82251.0,0.6223404255319149
0,297.8,307.8,1383,56.5,98,0,No Failure,10.0,78139.5,0.5707070707070707
0,297.9,307.8,1505,37.3,100,0,No Failure,9.900000000000034,56136.49999999999,0.3693069306930693
0,297.9,307.8,1665,33.9,102,0,No Failure,9.900000000000034,56443.5,0.329126213592233
0,297.9,307.8,1397,45.0,104,0,No Failure,9.900000000000034,62865.0,0.42857142857142855
1,297.9,307.8,1450,43.5,106,0,No Failure,9.900000000000034,63075.0,0.40654205607476634
0,298.0,307.8,1567,36.4,109,0,No Failure,9.800000000000011,57038.799999999996,0.3309090909090909
1,298.0,308.0,1555,37.0,111,0,No Failure,10.0,57535.0,0.33035714285714285
2,298.0,307.8,1588,35.4,114,0,No Failure,9.800000000000011,56215.2,0.30782608695652175
0,298.0,307.8,1453,37.7,119,0,No Failure,9.800000000000011,54778.100000000006,0.3141666666666667
0,298.0,307.8,1622,33.3,121,0,No Failure,9.800000000000011,54012.6,0.27295081967213114
0,297.9,307.8,1538,38.5,123,0,No Failure,9.900000000000034,59213.0,0.31048387096774194
1,297.9,307.7,1527,42.8,125,0,No Failure,9.800000000000011,65355.6,0.33968253968253964
0,297.8,307.8,1761,28.9,128,0,No Failure,10.0,50892.899999999994,0.22403100775193796
0,297.9,307.8,1373,50.2,130,0,No Failure,9.900000000000034,68924.6,0.38320610687022905
2,298.0,307.9,1482,37.8,132,0,No Failure,9.899999999999977,56019.6,0.28421052631578947
1,298.0,307.9,1417,51.0,137,0,No Failure,9.899999999999977,72267.0,0.3695652173913043
0,298.0,307.8,1414,51.7,140,0,No Failure,9.800000000000011,73103.8,0.3666666666666667
2,297.9,307.8,1635,34.0,142,0,No Failure,9.900000000000034,55590.0,0.23776223776223776
0,298.0,307.8,1386,57.3,147,0,No Failure,9.800000000000011,79417.8,0.38716216216216215
0,298.2,308.1,1379,62.3,149,0,No Failure,9.900000000000034,85911.7,0.41533333333333333
1,298.2,308.0,1577,35.9,151,0,No Failure,9.800000000000011,56614.299999999996,0.23618421052631577
0,298.2,308.1,1532,42.5,154,0,No Failure,9.900000000000034,65110.0,0.27419354838709675
1,298.1,308.0,1374,48.8,156,0,No Failure,9.899999999999977,67051.2,0.310828025477707
2,298.1,308.0,1570,35.3,159,0,No Failure,9.899999999999977,55420.99999999999,0.220625
0,298.1,308.0,1697,31.0,164,0,No Failure,9.899999999999977,52607.0,0.18787878787878787
0,298.2,308.0,1499,44.1,166,0,No Failure,9.800000000000011,66105.90000000001,0.26407185628742513
1,298.2,308.0,1411,47.2,168,0,No Failure,9.800000000000011,66599.2,0.27928994082840236
2,298.2,307.9,1462,45.5,171,0,No Failure,9.699999999999989,66521.0,0.26453488372093026
1,298.1,307.9,1759,28.6,176,0,No Failure,9.799999999999955,50307.4,0.16158192090395482
0,298.2,308.0,1535,38.0,179,0,No Failure,9.800000000000011,58330.0,0.2111111111111111
2,298.2,307.9,1491,39.7,181,0,No Failure,9.699999999999989,59192.700000000004,0.21813186813186813
0,298.2,307.9,1551,36.0,186,0,No Failure,9.699999999999989,55836.0,0.1925133689839572
0,298.2,307.9,1769,27.2,188,0,No Failure,9.699999999999989,48116.799999999996,0.1439153439153439
0,298.2,307.9,1551,34.1,190,0,No Failure,9.699999999999989,52889.100000000006,0.17853403141361257
0,298.2,307.9,1544,31.4,192,0,No Failure,9.699999999999989,48481.6,0.16269430051813472
0,298.2,307.8,1528,31.1,194,0,No Failure,9.600000000000023,47520.8,0.1594871794871795
0,298.1,307.9,1614,35.8,196,0,No Failure,9.799999999999955,57781.2,0.18172588832487307
0,298.1,307.8,1432,49.8,198,0,No Failure,9.699999999999989,71313.59999999999,0.25025125628140704
1,298.1,307.8,1384,43.7,200,0,No Failure,9.699999999999989,60480.8,0.2174129353233831
0,298.1,307.8,1540,37.8,203,0,No Failure,9.699999999999989,58211.99999999999,0.1852941176470588
0,298.0,307.7,1407,43.9,205,0,No Failure,9.699999999999989,61767.299999999996,0.21310679611650485
2,297.9,307.6,1418,43.0,207,0,No Failure,9.700000000000045,60974.0,0.20673076923076922
1,297.9,307.5,1647,30.8,212,0,No Failure,9.600000000000023,50727.6,0.14460093896713616
0,298.0,307.5,1644,32.8,215,0,No Failure,9.5,53923.2,0.15185185185185185
0,298.0,307.5,1792,27.9,217,0,No Failure,9.5,49996.799999999996,0.12798165137614678
1,297.9,307.4,1610,34.6,219,0,No Failure,9.5,55706.0,0.1572727272727273
1,297.8,307.3,1804,26.0,222,0,No Failure,9.5,46904.0,0.11659192825112108
2,297.9,307.4,1604,36.1,225,1,Tool Wear Failure,9.5,57904.4,0.1597345132743363
1,297.9,307.4,1403,52.8,0,0,No Failure,9.5,74078.4,52.8
0,297.8,307.3,1438,44.5,3,0,No Failure,9.5,63991.0,11.125
0,297.9,307.3,1824,26.3,5,0,No Failure,9.400000000000034,47971.200000000004,4.383333333333334
2,297.9,307.3,1663,28.7,7,0,No Failure,9.400000000000034,47728.1,3.5875
0,297.9,307.3,1502,36.7,12,0,No Failure,9.400000000000034,55123.4,2.8230769230769233
0,297.9,307.4,1606,35.5,14,0,No Failure,9.5,57013.0,2.3666666666666667
0,297.9,307.5,1561,37.7,16,0,No Failure,9.600000000000023,58849.700000000004,2.2176470588235295
1,297.9,307.4,1435,42.9,18,0,No Failure,9.5,61561.5,2.2578947368421054
0,297.9,307.5,1602,38.3,21,0,No Failure,9.600000000000023,61356.6,1.7409090909090907
1,298.1,307.6,1764,27.7,23,0,No Failure,9.5,48862.799999999996,1.1541666666666666
2,298.0,307.5,1683,27.8,26,0,No Failure,9.5,46787.4,1.0296296296296297
0,298.0,307.5,1618,35.2,31,0,No Failure,9.5,56953.600000000006,1.1
0,298.0,307.6,1509,41.6,33,0,No Failure,9.600000000000023,62774.4,1.223529411764706
0,297.9,307.6,1550,39.0,35,0,No Failure,9.700000000000045,60450.0,1.0833333333333333
1,297.9,307.6,1519,44.0,37,0,No Failure,9.700000000000045,66836.0,1.1578947368421053
0,297.9,307.6,1481,38.0,40,0,No Failure,9.700000000000045,56278.0,0.926829268292683
0,298.1,307.7,1289,48.3,42,0,No Failure,9.599999999999966,62258.7,1.1232558139534883
1,298.0,307.6,1844,23.8,44,0,No Failure,9.600000000000023,43887.200000000004,0.5288888888888889
0,298.0,307.7,1479,42.5,47,0,No Failure,9.699999999999989,62857.5,0.8854166666666666
0,298.0,307.7,1430,47.3,49,0,No Failure,9.699999999999989,67639.0,0.946
1,298.1,307.8,1636,36.7,51,0,No Failure,9.699999999999989,60041.200000000004,0.7057692307692308
1,298.1,307.8,1503,44.7,54,0,No Failure,9.699999999999989,67184.1,0.8127272727272727
1,298.1,307.8,1608,32.6,57,0,No Failure,9.699999999999989,52420.8,0.5620689655172414
0,298.2,307.8,1521,42.9,60,0,No Failure,9.600000000000023,65250.9,0.7032786885245902
0,298.2,307.8,1439,41.6,62,0,No Failure,9.600000000000023,59862.4,0.6603174603174603
0,298.2,307.8,1627,31.5,64,0,No Failure,9.600000000000023,51250.5,0.4846153846153846
0,298.2,307.8,1749,26.1,66,0,No Failure,9.600000000000023,45648.9,0.3895522388059702
0,298.2,307.8,1530,35.9,68,0,No Failure,9.600000000000023,54927.0,0.5202898550724637
0,298.2,307.8,1355,51.3,70,0,No Failure,9.600000000000023,69511.5,0.7225352112676056
0,298.3,307.9,1551,33.8,72,0,No Failure,9.599999999999966,52423.799999999996,0.46301369863013697
0,298.2,307.8,1515,46.7,74,0,No Failure,9.600000000000023,70750.5,0.6226666666666667
0,298.2,307.8,1388,48.6,76,0,No Failure,9.600000000000023,67456.8,0.6311688311688312
0,298.2,307.8,1585,34.6,78,0,No Failure,9.600000000000023,54841.0,0.4379746835443038
0,298.1,307.7,1523,37.7,80,0,No Failure,9.599999999999966,57417.100000000006,0.4654320987654321
0,298.2,307.6,1369,54.5,82,0,No Failure,9.400000000000034,74610.5,0.6566265060240963
1,298.2,307.7,1681,31.0,84,0,No Failure,9.5,52111.0,0.36470588235294116
0,298.2,307.7,1503,38.3,87,0,No Failure,9.5,57564.899999999994,0.4352272727272727
0,298.2,307.7,1459,44.5,89,0,No Failure,9.5,64925.5,0.49444444444444446
0,298.2,307.7,1688,32.4,91,0,No Failure,9.5,54691.2,0.3521739130434782
1,298.2,307.7,1952,21.6,93,0,No Failure,9.5,42163.200000000004,0.22978723404255322
0,298.2,307.8,2029,19.9,96,0,No Failure,9.600000000000023,40377.1,0.20515463917525772
1,298.3,307.8,1457,52.5,98,0,No Failure,9.5,76492.5,0.5303030303030303
1,298.3,307.8,1392,50.4,101,0,No Failure,9.5,70156.8,0.4941176470588235
0,298.3,307.8,1906,22.1,104,0,No Failure,9.5,42122.600000000006,0.21047619047619048
1,298.3,307.7,1602,33.4,106,0,No Failure,9.399999999999977,53506.799999999996,0.31214953271028034
0,298.3,307.7,1465,49.4,109,0,No Failure,9.399999999999977,72371.0,0.4490909090909091
1,298.3,307.7,1439,43.8,111,0,No Failure,9.399999999999977,63028.2,0.39107142857142857
1,298.3,307.8,1330,55.4,114,0,No Failure,9.5,73682.0,0.4817391304347826
1,298.3,307.9,1485,42.0,117,0,No Failure,9.599999999999966,62370.0,0.3559322033898305
2,298.4,307.9,1700,28.2,120,0,No Failure,9.5,47940.0,0.2330578512396694
0,298.4,308.0,1515,42.8,125,0,No Failure,9.600000000000023,64841.99999999999,0.33968253968253964
1,298.5,308.1,1501,39.2,127,0,No Failure,9.600000000000023,58839.200000000004,0.30625
0,298.4,308.0,1380,47.6,130,0,No Failure,9.600000000000023,65688.0,0.3633587786259542
0,298.4,307.9,1544,35.9,132,0,No Failure,9.5,55429.6,0.2699248120300752
0,298.4,307.9,1743,27.3,134,0,No Failure,9.5,47583.9,0.20222222222222222
2,298.4,307.9,1948,21.4,136,0,No Failure,9.5,41687.2,0.15620437956204378
2,298.5,307.9,1260,54.2,141,0,No Failure,9.399999999999977,68292.0,0.38169014084507047
1,298.5,307.9,1640,33.1,146,0,No Failure,9.399999999999977,54284.0,0.2251700680272109
1,298.5,308.0,1363,49.2,149,0,No Failure,9.5,67059.6,0.328
0,298.5,308.0,1379,49.6,152,0,No Failure,9.5,68398.40000000001,0.3241830065359477
1,298.5,308.0,1713,25.8,154,0,No Failure,9.5,44195.4,0.1664516129032258
1,298.5,308.0,1461,51.9,157,0,No Failure,9.5,75825.9,0.3284810126582278
0,298.5,308.0,1624,29.8,160,0,No Failure,9.5,48395.200000000004,0.18509316770186335
0,298.4,308.0,1526,41.1,162,0,No Failure,9.600000000000023,62718.6,0.25214723926380367
0,298.4,307.9,2381,14.2,164,0,No Failure,9.5,33810.2,0.08606060606060606
2,298.4,307.7,1626,31.1,166,0,No Failure,9.300000000000011,50568.600000000006,0.18622754491017965
0,298.3,307.7,1576,33.8,171,0,No Failure,9.399999999999977,53268.799999999996,0.19651162790697674
1,298.4,307.8,1617,31.6,173,0,No Failure,9.400000000000034,51097.200000000004,0.18160919540229886
0,298.3,307.6,1942,20.6,176,0,No Failure,9.300000000000011,40005.200000000004,0.11638418079096045
0,298.2,307.6,1492,37.2,178,0,No Failure,9.400000000000034,55502.4,0.20782122905027933
0,298.2,307.5,1470,51.3,180,0,No Failure,9.300000000000011,75411.0,0.28342541436464086
1,298.0,307.4,1463,46.5,182,0,No Failure,9.399999999999977,68029.5,0.2540983606557377
0,298.0,307.3,1424,46.5,185,0,No Failure,9.300000000000011,66216.0,0.25
1,298.1,307.4,1363,60.1,187,0,No Failure,9.299999999999955,81916.3,0.3196808510638298
1,298.1,307.4,1335,56.2,190,0,No Failure,9.299999999999955,75027.0,0.2942408376963351
0,298.1,307.4,1608,33.9,193,0,No Failure,9.299999999999955,54511.2,0.1747422680412371
2,298.0,307.4,1606,35.2,195,0,No Failure,9.399999999999977,56531.200000000004,0.1795918367346939
0,298.1,307.5,1684,33.1,200,0,No Failure,9.399999999999977,55740.4,0.1646766169154229
0,298.1,307.6,1950,20.3,202,0,No Failure,9.5,39585.0,0.1
2,298.2,307.6,1460,48.6,204,0,No Failure,9.400000000000034,70956.0,0.23707317073170733
0,298.2,307.6,1511,31.0,209,1,Tool Wear Failure,9.400000000000034,46841.0,0.14761904761904762
2,298.2,307.6,1318,55.7,0,0,No Failure,9.400000000000034,73412.6,55.7
0,298.2,307.6,1368,51.8,5,0,No Failure,9.400000000000034,70862.4,8.633333333333333
1,298.3,307.7,1717,27.1,7,0,No Failure,9.399999999999977,46530.700000000004,3.3875
1,298.3,307.7,1520,41.4,10,0,No Failure,9.399999999999977,62928.0,3.7636363636363637
1,298.3,307.8,1485,42.0,13,0,No Failure,9.5,62370.0,3.0
0,298.4,307.9,1981,23.2,16,0,No Failure,9.5,45959.2,1.3647058823529412
2,298.4,307.9,1605,31.0,18,0,No Failure,9.5,49755.0,1.631578947368421
0,298.4,307.9,1446,45.3,23,0,No Failure,9.5,65503.799999999996,1.8875
0,298.4,308.0,1508,47.9,25,0,No Failure,9.600000000000023,72233.2,1.8423076923076922
0,298.5,308.0,1384,59.5,27,0,No Failure,9.5,82348.0,2.125
1,298.5,308.0,1519,37.3,29,0,No Failure,9.5,56658.7,1.2433333333333332
0,298.5,308.0,1404,48.1,32,0,No Failure,9.5,67532.40000000001,1.4575757575757575
0,298.5,308.1,1564,31.1,34,0,No Failure,9.600000000000023,48640.4,0.8885714285714286
2,298.6,308.2,1555,36.8,36,0,No Failure,9.599999999999966,57223.99999999999,0.9945945945945945
0,298.6,308.2,1325,54.0,41,0,No Failure,9.599999999999966,71550.0,1.2857142857142858
1,298.6,308.2,1488,44.0,43,0,No Failure,9.599999999999966,65472.0,1.0
0,298.5,308.2,1595,32.3,46,0,No Failure,9.699999999999989,51518.49999999999,0.6872340425531914
0,298.5,308.1,1662,28.6,48,0,No Failure,9.600000000000023,47533.200000000004,0.5836734693877551
0,298.4,308.0,1571,37.4,50,0,No Failure,9.600000000000023,58755.399999999994,0.7333333333333333
2,298.3,308.0,1553,41.0,52,0,No Failure,9.699999999999989,63673.0,0.7735849056603774
0,298.3,308.0,2886,3.8,57,1,Power Failure,9.699999999999989,10966.8,0.06551724137931034
0,298.2,308.0,1538,38.2,59,0,No Failure,9.800000000000011,58751.600000000006,0.6366666666666667
0,298.4,308.2,1618,33.0,61,0,No Failure,9.800000000000011,53394.0,0.532258064516129
0,298.4,308.2,1364,45.9,63,0,No Failure,9.800000000000011,62607.6,0.7171875
0,298.3,308.0,1442,47.3,65,0,No Failure,9.699999999999989,68206.59999999999,0.7166666666666667
0,298.2,307.9,1313,67.3,67,1,Power Failure,9.699999999999989,88364.9,0.9897058823529411
0,298.2,307.9,1847,23.6,69,0,No Failure,9.699999999999989,43589.200000000004,0.3371428571428572
0,298.1,307.8,1524,40.8,71,0,No Failure,9.699999999999989,62179.2,0.5666666666666667
1,298.1,307.7,1445,48.0,73,0,No Failure,9.599999999999966,69360.0,0.6486486486486487
0,298.1,307.8,1761,28.2,76,0,No Failure,9.699999999999989,49660.2,0.36623376623376624
1,298.1,307.8,1514,43.5,78,0,No Failure,9.699999999999989,65859.0,0.5506329113924051
1,298.1,307.7,1498,38.3,81,0,No Failure,9.599999999999966,57373.399999999994,0.4670731707317073
2,298.1,307.6,1542,37.1,84,0,No Failure,9.5,57208.200000000004,0.4364705882352941
1,298.0,307.6,1508,41.8,89,0,No Failure,9.600000000000023,63034.399999999994,0.46444444444444444
1,298.0,307.5,1431,52.9,92,0,No Failure,9.5,75699.9,0.5688172043010753
1,298.0,307.5,1427,45.1,95,0,No Failure,9.5,64357.700000000004,0.46979166666666666
1,298.0,307.5,1524,36.3,98,0,No Failure,9.5,55321.2,0.36666666666666664
1,298.0,307.5,1427,43.6,101,0,No Failure,9.5,62217.200000000004,0.4274509803921569
2,298.1,307.6,1496,44.1,104,0,No Failure,9.5,65973.6,0.42000000000000004
0,298.1,307.7,1388,40.3,109,0,No Failure,9.599999999999966,55936.399999999994,0.36636363636363634
0,298.1,307.7,1495,48.1,111,0,No Failure,9.599999999999966,71909.5,0.42946428571428574
2,298.1,307.7,1376,56.2,113,0,No Failure,9.599999999999966,77331.2,0.4929824561403509
2,298.0,307.6,1593,32.2,118,0,No Failure,9.600000000000023,51294.600000000006,0.2705882352941177
0,298.0,307.6,1654,28.9,123,0,No Failure,9.600000000000023,47800.6,0.23306451612903226
0,298.1,307.7,2567,12.8,125,1,Power Failure,9.599999999999966,32857.6,0.10158730158730159
0,298.1,307.7,1767,27.0,127,0,No Failure,9.599999999999966,47709.0,0.2109375
0,298.1,307.6,1364,53.8,129,0,No Failure,9.5,73383.2,0.4138461538461538
1,298.1,307.8,1569,31.2,131,0,No Failure,9.699999999999989,48952.799999999996,0.23636363636363636
0,298.2,307.8,1476,36.8,134,0,No Failure,9.600000000000023,54316.799999999996,0.27259259259259255
0,298.1,307.7,1479,45.0,136,0,No Failure,9.599999999999966,66555.0,0.3284671532846715
0,298.1,307.7,1650,34.1,138,0,No Failure,9.599999999999966,56265.0,0.24532374100719426
1,298.1,307.6,1565,36.3,140,0,No Failure,9.5,56809.49999999999,0.2574468085106383
0,298.1,307.6,1460,46.5,143,0,No Failure,9.5,67890.0,0.3229166666666667
0,298.1,307.7,1664,27.6,145,0,No Failure,9.599999999999966,45926.4,0.18904109589041096
1,298.1,307.7,1435,40.9,147,0,No Failure,9.599999999999966,58691.5,0.27635135135135136
1,298.1,307.6,2066,19.2,150,0,No Failure,9.5,39667.2,0.1271523178807947
0,298.1,307.5,1493,43.7,153,0,No Failure,9.399999999999977,65244.100000000006,0.2837662337662338
0,298.1,307.6,1354,43.3,155,0,No Failure,9.5,58628.2,0.2775641025641025
0,298.1,307.6,1488,39.4,157,0,No Failure,9.5,58627.2,0.24936708860759493
